label,scenario
1,"Joe walked into an interview for a very high paying job, he smiles and answered all the questions [SEP] personable"
1,John would always help his coworkers when needed. [SEP] helpful
1,"when john started college, he studied every night and put his all into it.  [SEP] ambition"
1,The man talked to the customers that were in the store. [SEP] personable
1,When John arrived at the party he made an effort to introduce himself to everyone in the room. [SEP] personable
1,"When people were suffering, Susie gave money away. [SEP] generous"
1,"Victoria's elderly neighbor asked her if she would mind picking up a few iteams from the store for her, Victoria agreed to [SEP] friendly"
1,"When Susie saw an elderly woman needing assistance, Susie offered a hand. [SEP] helpful"
1,"When the boy found the dog in the alley, he gave it some food. [SEP] humane"
1,The woman was raised to honor her countries flag. [SEP] patriotic
1,The man waved his nation's flag at the memorial ceremony. [SEP] patriotic
1,"When the man saw there were no seats left on the bus, he yelled at screamed at the other patrons. [SEP] angry"
1,James has been working hard for the same company for decades. [SEP] dedicated
1,Susie went to her boyfriend's house for the first time and got along with the family. [SEP] personable
1,"Someone stopped me and asked me for directions, so I pointed them on their way. [SEP] friendly"
1,"Jill joined the army,  like her father and grandfather did.  [SEP] patriotic"
1,James decided to turn his second home into a shelter for cats. [SEP] humane
1,The boy found a dog on the side of the road and took him home. [SEP] humane
1,"He always took the best care of his pets, they loved him.  [SEP] humane"
1,He loved his country and showed it whenever he could.  [SEP] patriotic
1,James coordinated donations of school supplies to local teachers. [SEP] helpful
1,The multi-millionaire donated a million dollars to the COVID-19 fund to help those working in the medical field. [SEP] charitable
1,The boy bounced from room to room talking to the people at the party. [SEP] sociable
1,The whole hearted woman gave us a handout at the dentist's office. [SEP] caring
1,The woman thanked the student who helped her with volunteer work. [SEP] appreciative
1,"When anthony's girlfriend told him she was in pain, he took her in his arms and held her [SEP] caring"
1,Alison went to a factory farm and rescued animals. [SEP] humane
1,"I saw an old lady struggling to load the groceries in her car, so I walked over and helped her load them. [SEP] helpful"
1,James started worked immediately when he came in for his 10-hour shift. [SEP] dedicated
1,James' teacher always asked him to welcome new students to the school. [SEP] personable
1,"The man was there, as always, to support his wife at her speech. [SEP] loyal"
1,Jack thanked Jill for her help with his homework. [SEP] appreciative
1,"During the party, the young man made sure he talked to everyone. [SEP] sociable"
1,"When Susie told her friends about her mother's illness, they hugged her. [SEP] caring"
1,James leapt into the tiger pit to save the small child. [SEP] heroic
1,Martha hired a new babysitter and was totally at ease with her. [SEP] trustful
1,"On his way to the train, Mark shoved a child into a ditch. [SEP] brutal"
1,Mike won the lottery and gave some money to his brother. [SEP] selfless
1,James often made his kids their favorite foods. [SEP] benevolent
1,The woman embraced her neighbor when they met on the street. [SEP] sociable
1,"Joey got a new xbox for his birthday that he had been wanting, but he screamed because it wasnt the right color [SEP] unappreciative"
1,Alison wanted an A on the paper but she did not work all night. [SEP] halfheartedness
1,Don took the brunt of anger from the teacher for his friend's mistake. [SEP] loyal
1,John always cheered up his coworkers in hard times. [SEP] appreciative
1,Then man made sure his name was not mentioned in the paper for the huge donation he made to the foundation. [SEP] patriotic
1,Ann gave Susan a big hug after receiving a bouquet of roses from Susan. [SEP] lighthearted
1,"When the 4th of juky came around, we hoisted a flag and sung the national anthem [SEP] altruistic"
1,James worked forty hours a week as a steelworker. [SEP] masculine
1,The boy smiled when he saw the girl walk up to him. [SEP] friendly
1,She handed out the donated supplies to the emergency victims without saying a word. [SEP] impersonal
1,Mark helped the man even though he wouldnt gain something from it. [SEP] altruistic
1,"When Urusla met her boyfriend, she captivated him. [SEP] personable"
1,John decided to get to work late every day. [SEP] irresponsible
1,Joe climbed the corporate ladder and networked with the top bosses. [SEP] ambition
1,"When his workplace held a blood drive, James signed up immediately. [SEP] charitable"
1,"My friend Mark heard someone say something bad about my being Jewish, he agreed with them, stabbing me in the back. [SEP] traitorous"
1,James frequently helped his neighbors set up their new electronics. [SEP] tech-savvy
1,The gentleman decided to hire the young woman with no resume or job history. [SEP] rashness
1,The man refused to open the door for the woman on the date. [SEP] boorishness
1,"Everything he had, he took away from those with less. [SEP] greedy"
1,Reece was fed up with taking care of her challenged sister. [SEP] resentful
1,Jenny sat with the rest of the class at lunch and they welcomed her. [SEP] Hospitable 
1,The boy smiled as he saw his friend with his new gifts. [SEP] goodwill
1,The teacher ignored her students and let them do whatever they wanted to do. [SEP] complacent
1,I didn't ask for help because I understood the concept. [SEP] independent
1,"John did believe he was deserving of her love, and tried to force her to love him [SEP] pompous"
1,"Alison shook the hand of her competition, wishing them luck. [SEP] peaceful"
1,"Susie married a wealthy man, but did not change her personality, remaining thoughful. [SEP] humble"
1,Jennifer decided to cook a five course meal and started over when the first attempt failed. [SEP] patient
1,James specifically told all his classmates they were invited to his birthday party. [SEP] friendly
1,"Jamie really wanted to go to his friends how, so he asked nicely when she was off the phone [SEP] patient"
1,James stood in front of the whole gym and told them about his deceased mother. [SEP] genuine
1,James found raising his hand and answering a question nerve-wracking. [SEP] timidity
1,When she met the princess she was filled with thoughts of how she could please. [SEP] goodwill
1,John watched his officer every time he walked by. [SEP] oversuspicious
1,"When Susie lost out on the promotion, she went out of her mind. [SEP] ballistic"
1,James spent the slumber party starting pillow fights. [SEP] playful
1,If there was a possibility of a problem he was on it in  a flash. [SEP] vigilant
1,James was known for never confronting any authority figure. [SEP] cowardice
1,The mother made sure that the kids were entertained and not inactive. [SEP] caring
1,When the cashier wouldn't take her return Karen demanded to speak with the manager. [SEP] righteous indignation
1,Mark knew Morgan didn't want to miss the sunset so he didn't wake her up. [SEP] coldhearted
1,"James and his friend both wanted to date the same person, so James stepped aside. [SEP] selfless"
1,The young man insisted on helping his date feed girl's club kids on their day off. [SEP] altruistic
1,The teacher remembers the names of all the students he taught [SEP] friendly
1,Jack told his co-worker he was the only one to get a promotion this year. [SEP] boastful
1,"John owns his own business which has 400 employees, he still cleans the office and bathrooms himself [SEP] humble"
1,"When Mark was getting a divorce, he worked with his ex wife to split things. [SEP] amiable"
1,"When I started school for the year, I worked very hard and studied every night [SEP] ambitious"
1,"I told my friends I didn't want to hang out today, so I wasn't coming to hang out with them. [SEP] direct"
1,The kids placed their backpacks on the table and knocked the vase over. [SEP] careless
1,My boss took the news with aplomb telling me we would do well next time. [SEP] balanced
1,"When James saw a storm was coming, he went out to save the people in fishing boats. [SEP] courage"
1,Sara picked up all the toys and put them in the toy box. [SEP] helpful
1,Martha never spoke her mind and was sweet to others. [SEP] meek
1,"Jonah’s boss asked him how the dishwasher got damaged, He blamed it on his friend Carl. [SEP] disloyal"
1,Susie noticed a suffering man on the street and walked past. [SEP] apathetic
1,"James felt worry about studying abroad in Europe, but he did it anyway. [SEP] courage"
1,James wanted to talk to his boss about the declining customer base. [SEP] earnest
1,James always gave his employees extra time off at Christmas. [SEP] benevolent
1,She spent the evening making her family dinner but ended up burning it so her husband yelled at her. [SEP] furious
1,He was never at his best friends side when he was needed. [SEP] disloyal
1,John decided not to give any of his chocolates to the kids. [SEP] self-indulgence
1,Claire opened her birthday presents and thanked each person for their gift. [SEP] gracious
1,"Karen will not order Chinese food for her family, because Karen wants pizza. [SEP] disagreeable"
1,Lisa hid her face when her kindergarten teacher said hello. [SEP] cowardice
1,I really don't trust the Chinese to drive right. [SEP] prejudiced
1,"The old man couldn't reach the box on the shelf, so the girl picked it up and gave it to him. [SEP] empathy"
1,He refused to take his sister to her nursing testing as his parents requested. [SEP] unreliable
1,James sent his dentist a thank-you card. [SEP] appreciative
1,During the school shooting Kyle hid in a locker. [SEP] timid
1,Alex wanted to spend his free time volunteering. [SEP] merciful
1,"When the man tells his wife he's going to be late for dinner, she tells him he won't get dinner. [SEP] disagreeable"
1,"When joe was asked to come up with a joke, he said, ""no you make a joke"" [SEP] humorless"
1,"The driver was shaken because he was cut off, he gave the other driver the finger. [SEP] angry"
1,"When James saw that his coworkers ate his chips, he sighed and bought some more. [SEP] calm"
1,"Chris makes a lot of money, he is always dressed in flashy clothes [SEP] pompous"
1,Reece still felt tied as she was away from her parents. [SEP] helpless
1,"James had a hard time in speech class, because he hated public speaking. [SEP] timidity"
1,Mike won the lottery and kept it all to himself. [SEP] selfish
1,His vocabulary consisted mainly of four letter words. [SEP] vulgarity
1,"I had to take the kids to the doctors office, they sat quietly and waited the whole time [SEP] patient"
1,"After Mike's boss asks him to redo part of a project, he leaves the room saying expletives under his breath. [SEP] angry"
1,James couldn't understand why his teacher was having a hard time grading papers after her husband's death. [SEP] insensitive
1,When the man was walking in the park he gave his food to a destitute person. [SEP] selfless
1,Jack flawlessly gave his presentation in front of the entire student body. [SEP] calmness
1,James saw his cousin's new bike and congratulated him on his biking skills. [SEP] goodwill
1,"When Mike lost the spelling bee, he stomped his feet. [SEP] furious"
1,James spent the whole news interview talking about the people who helped him succeed. [SEP] humble
1,The waiter spilled mug at Sasha`s dress and she gave him a piece of his cake. [SEP] civility
1,Margaret always checked her $300 haircut in the mirror on her way out of the home. [SEP] pretentious
1,John was not easily swindled by the street con artist. [SEP] clever
1,John would always wear his tanktop to the gym. [SEP] manly
1,The oil rig workers typically spent their off time working out. [SEP] masculine
1,"When the man was running late for work, he called and told his boss. [SEP] responsible"
1,James didn't cry when he heard his mother had died. [SEP] stoic
1,He always did his best to be up front with everyone. [SEP] truthful
1,"When Fred started badmouthing Larry, Larry's friend told Fred he agreed, he piled on while Larry wasn't there. [SEP] disloyal"
1,Kevin thanked the host and left when he told them there were not tables available at the restaurant. [SEP] amiable
1,"When James got on a plane, all he could think about was the plane crashing. [SEP] anxious"
1,Jack ran up to John and grabbed him by his collar. [SEP] angry
1,She sat on the chair adjacent to the conference table as the three discussed a 5 year plan. [SEP] mature
1,"When it came time to discuss new ideas, mark stood up and shared his. [SEP] bold"
1,"I did not feed my friends dog while he was away, but I really didnt feel sorry. [SEP] shameless"
1,John was not scared about falling off the zipline. [SEP] adventuresome
1,Tim asked Mike if he had wanted to go on a hike and Mike agreed. [SEP] adventurous
1,John decided not to forgive his friend for the transgression. [SEP] spiteful
1,Martha always spoke her mind and swore at others [SEP] vulgarity
1,"When James caught two of his students colluding on a test, he gave them a failing grade and week-long suspension. [SEP] merciless"
1,John wanted to see Mary again after their fight years ago to apologize. [SEP] forgiving
1," The store was letting nurses in first, I didn't think that was cool and I told them so. [SEP] complaining"
1,Alison was introduced to her boyfriend's ex and she rolled her eyes and confronted him. [SEP] aggressive
1,"Mary picked up the uneaten lunch left by the cancer sufferer, telling her ""I don't know why I even bother working to fix your meal"". [SEP] resentful"
1,James refused to spend more than an hour a week on anyone but himself. [SEP] egocentric
1,"When the new kid came in the room, he puffed up his chest and acted like he was the boss, [SEP] prideful"
1,"His coworkers didn't know, but James was at the soup kitchen from 5 PM to 2 AM every day. [SEP] humble"
1,John would always do anything remotely unpredictable. [SEP] adventurous
1,My wife noticed there were a couple of guys running through here that she had never seen in this neighborhood. [SEP] Observant
1,"When Susie's boss fired her, her boyfriend hugged her. [SEP] empathetic"
1,"I invited my friend Chris to a party, he was in the corner without making a sound. [SEP] shy"
1,John followed none of the officer's orders during the battle. [SEP] traitorous
1,One of James' hobbies was brewing his own beer. [SEP] masculine
1,Alison had understood why her father did not show up. [SEP] forgiving
1,Alison's teacher graded each student equally. [SEP] just
1,Johnny didn't get in trouble for breaking the lamp because he blamed his sister. [SEP] unprincipled
1,"Roger went to the party, instead of going home. [SEP] sociable"
1,Alison went up on stage announcing she quit drinking and everyone was shocked. [SEP] sober
1,"James spent ten minutes gushing about his Christmas present, thanking the giver. [SEP] appreciative"
1,"When James saw that his friend got a new puppy, he spent the next day helping care for it. [SEP] caring"
1,Susie told her boyfriend to show up to her father's funeral and he never showed. [SEP] forgetful
1,"There was a new girl in class today, so I showed her around the school [SEP] friendly"
1,"Ian has a job that pays minimum wage. There is an opening for a job that pays more but requires more effort, Ian doesn't want more work [SEP] laziness"
1,"They stood in front of the mirror before their big performance, but Jenny didn't make much room in it for Tana. [SEP] narcissistic"
1,James bought timeless styles and wore them for years. [SEP] conservative
1,My wife noticed there were a couple guys walking through here that she had never seen in this neighborhood. [SEP] Observant
1,"In the deli, Roger walked away from the crying woman. [SEP] apathetic"
1,Susie did not cry when her boyfriend cheated on her. [SEP] tough
1,Eric saw there was a job opening at the local grocery story and failed the interview. [SEP] incompetent
1,"john was having a very rough time in life, but he never gave up and also thanked everyone for the help. [SEP] grateful"
1,Carla entered the movie theater and turned off her cell phone. [SEP] respect
1,He didn't even bother to bury her deeply or completely. [SEP] lazy
1,The teacher let the student turn in the paper a day late after his father died. [SEP] empathetic
1,James thought he was the most physically unimposing person in his country. [SEP] humbleness
1,Trina did not thank Marcia for the $100 gift she had received. [SEP] rude
1,James only signed petitions when his friends were watching. [SEP] narcissistic
1,"Whenever Colt goes out with his friends, he always pays for them. [SEP] extravagant with money"
1,James always took the biggest slice of the pie. [SEP] egocentric
1,I decided that I wouldn't opt for premium cable now. [SEP] frugal
1,James decided to confront his bully. [SEP] heroic
1,John never told everyone about how he gave to the cause. [SEP] modest
1,Susie told Marta that her mother passed away and Marta gave her a hug. [SEP] empathetic
1,"When Alison was learning about attrocities, she set up a non profit. [SEP] humane"
1,No one likes to be at his table because he doesn't seem to know how to be a good guest. [SEP] boorishness
1,"Jose gave his son, Juan, the entirety of his fortune since Juan was male. [SEP] Partiality"
1,James forgot every negative thing anyone said about him. [SEP] forgiving
1,Chris made sure to get his job application in on time. [SEP] ambitious
1,I ran in front of the girls to stop the bus from hitting them. [SEP] courageous
1,James spent four hours on his taxes before filing them. [SEP] patient
1,Charlie stays up all night playing video games. [SEP] obsessed
1,"The group invited Jeff to sit at their table, but he nodded and sat by himself instead. [SEP] distant"
1,"On my road trip with my family to the theme park, my sister took in the scenery. [SEP] Patient "
1,The man yelled obscenities as he watched the football game. [SEP] tasteless
1,He allowed his opponent to die after soundly beating her. [SEP] merciless
1,The nurse told her she was about to administer the needle as she gave the child an injection. [SEP] direct
1,"We were stuck in the jungle because our map was not working. In this panic, Tom began to run in every direction. [SEP] rashness"
1,"Brad's friends were all surfing the wave, but he kept on paddling near the shore. [SEP] timidity"
1,I put my husband in jail for looking at me in the face. [SEP] Injustice
1,"Jimmy broke the vase and when inquired about it, he rejected. [SEP] dishonest"
1,The target was to the left so Rick told Mike to look left. [SEP] direct
1,James was known for his devotion to the law. [SEP] just
1,John fixed a healthy  meal for himself while his parents were out of town. [SEP] independent
1,"When Susie won the spelling bee, she did not brag. [SEP] humility"
1,"Night or day, James embodied the bravado of the Neighborhood Watch. [SEP] vigilant"
1,The mechanic asked the customer for more money even though he over-quoted the price. [SEP] dishonest
1,Jake graduated from college and felt like nothing else was required to succeed.  [SEP] apathy
1,He walked around the school like he never even mattered. [SEP] meek
1,James wore a suit in thin stripes of sable and charcoal gray. [SEP] tasteful
1,"Mariah had gone over to another guys house that day, when confronted, she admitted to it [SEP] truthful"
1,"Mark had always been screwed over as a child, so whenever he met someone, he never got close [SEP] cynical"
1,Martha was happy to give $1000 to her parents as a gift. [SEP] generous
1,John would barely apply for the best jobs he saw. [SEP] halfheartedness
1,"Suzie came from an upper class family, she would never talk to anyone that didn't own a Porsche. [SEP] pretentious"
1,The woman had to have her own way or there was no living for her. [SEP] domineering
1,James only took one cookie from the cookie jar. [SEP] self-control
1,I did not talk to anyone for a while  but I stayed positive. [SEP] optimistic
1,James asked the neighboring school's soccer team to play a championship game for eternal shame or victory. [SEP] aggressive
1,Tina placed first in the rat race with no finish line. [SEP] Competitive
1,"The man admitted his guilt to the court, and the judge threw the book at him. [SEP] ironhearted"
1,The party that the office threw was full of classical music and wine [SEP] classy
1,"john made sure to show up for his job every day, very late. [SEP] irresponsible"
1,Alison gave each of her children a candy bar. [SEP] just
1,"When Cindy's fiance went off to war, she didn't see any other men. [SEP] faithful"
1,"When mary caught john having an affair, she went out and had sex with a man of her own. [SEP] revenging"
1,James decorated with dining room in a 1770s colonial style. [SEP] tasteful
1,Suzy turned her skirt inside out rather than wash it. [SEP] lazy
1,When Gary did the work on the dollhouse he used very tiny tools. [SEP] delicate
1,"When James' mother made his lunch, he kissed her and told her how much he loved her. [SEP] grateful"
1,He thinks of the important things like flowers on every date. [SEP] caring
1,"When mark's dad was teasing him, he laughed and let it go [SEP] good temper"
1,"When the man bumps into the woman, he apologizes and she says she understands. [SEP] peaceful"
1,"The house needed to be cleaned after the weekend, but I slept all day. [SEP] procrastinating"
1,"Mom asked me to turn the volume down, i told her to shut up [SEP] insulting"
1,"Susie wanted to buy a gift for her husband, but only spent $20. [SEP] stinginess"
1,When my kids broke the lamp I bought them I let them borrow mine. [SEP] good-hearted
1,Larry put Tomas's clothes in the trash after he went to bed. [SEP] hateful
1,"When the boy saw the due date of the project, he waited until the last minute to do it. [SEP] unambitious"
1,The soldier robbed the enemy during their dying breath. [SEP] unprincipled
1,"I was on the car with Michael, he went by a red light, [SEP] careless"
1,Steve kept his awards in a drawer in his desk. [SEP] humble
1,James didn't talk to anyone during the first meeting of his study group. [SEP] distant
1,"With the covid deaths, the president laughed it off. [SEP] ironhearted"
1,"He was very buff and muscular, but none of the ladies liked him. [SEP] masculine"
1,Mark didn't speak up when the cops Tazed his friend. [SEP] complacent
1,"After eating the meal his grandmother had cooked for him, Brandon got up and walked outside to his car, ignoring her. [SEP] unappreciative"
1,"My child told me they did the chores before going outside, so I rushed home to check. [SEP] oversuspicious"
1,Tina's heaving bosom was hidden by her blouse. [SEP] modest
1,Alison met Mike's sisters for the first time and they struck up conversation. [SEP] friendly
1,James spent his break at work taking a nap. [SEP] low-energy
1,He believed that no gays are loved by god. [SEP] extremist
1,I understood the student was having a female issue and let her leave. [SEP] decent
1,He never forgave her for burning the steak. [SEP] spiteful
1,James gave his two children $1000 to buy clothes for a year. [SEP] generosity
1,James didn't let his workers make any decisions on their own. [SEP] domineering
1,Colin looks in the mirror and always sees an amazing guy. [SEP] conceit
1,Alice always made sure that she wore a face mask. [SEP] prudent
1,James' coworkers knew his last name and that was it. [SEP] mysterious
1,"Julia told her friend she would pick him up from the train station this afternoon, so she arrived at the train station fifteen minutes early. [SEP] dependable"
1,He always felt the need to do the right thing. [SEP] honorable
1,James cared a lot about stability and tradition. [SEP] conservative
1,The neighbor stood in his doorway as his neighbor's home was reclaimed by the bank and invited them to live with him. [SEP] compassionate
1,"They had been in the waiting room for almost three hours, but since they had nowhere to be they didn't say anything. [SEP] patient"
1,Alison took to the stage and gave the finger. [SEP] vulgarity
1,"When the man broke into his house, Tyler stood his ground and fought back [SEP] vigilant"
1,"After winning the lottery ticket, he spent all on investments. [SEP] intelligent"
1,"When Julia heard that the ice cream shop was closed, she sent the store owner a death threat. [SEP] irrational"
1,"As soon as she walked in, she started telling everyone how much she paid for her new shoes. [SEP] self-indulgence"
1,James completed any extra credit the night it was assigned. [SEP] eager
1,The man left work early even though the project was due. [SEP] irresponsible
1,"When his wife asked him to take out the trash, Doug did not pull the garbage can onto the driveway. [SEP] unreliability"
1,"He always chose to walk into a situation, helping those who were weaker. [SEP] brave"
1,"When Tommy went to the buffet, he only ate two small plates. [SEP] balanced"
1,James showed his son how to do his math homework and got every problem correct. [SEP] helpful
1,"When James saw a man getting mugged, he tripped the mugger. [SEP] heroic"
1,"Before the battle, Mike headed towards the front lines. [SEP] heroic"
1,Madison scoffed at Lucy for having more friends. [SEP] pettiness
1,The girl ignored all the guests who attended her party. [SEP] rude
1,"Mark was an interesting character, you never knew when he was going to pop off again [SEP] volatile"
1,When they attempted to break into his trailer he gouged their eyes out with his keys. [SEP] volatile
1,Susie was asked to introduce herself but she held back. [SEP] shy
1,The man found a loose dog and returned it to its owner. [SEP] kindness
1,"The man demanded that his wife reheat his food, it wasn't hot enough. [SEP] domineering"
1,Karen was at the grocery store and skipped the line because she was in a rush [SEP] meanness
1,"The boy told her that she was good, asking if He could dance with her. [SEP] courtliness"
1,The lady sat screaming for 2 hours while her husband finished up inside. [SEP] complaining
1,He honked and drove after the car that cut him off in the freeway. [SEP] angry
1,John went to the gym wearing only a leotard. [SEP] effeminate
1,"Lauren had the day off, so she spent the afternoon drawing and listening to classical music. [SEP] calm"
1,"James made $200,000 a year and spent $30,000. [SEP] penny-pinching"
1,The email she'd written her boss right after getting fired was in her Sent folder. [SEP] rashness
1,When the new neighbors moved in my mom brought them a plate of homemade cookies. [SEP] friendly
1,The look on her face could persuade a nun into sin. [SEP] lustful
1,Tina went out of her way to move the turtle off the road. [SEP] Kind
1,"When she learned that he quit his job she remained level headed, keeping her cool. [SEP] calm"
1,James thought he must be the overwhelmingly preferable candidate for any job. [SEP] conceit
1,"Donald saw an older lady struggling to carry her groceries to her car, he offered to help [SEP] Courtesy"
1,James said the jury should find his client not guilty based on the technicalities of the law. [SEP] logical
1,"Whenever James saw his teacher, he would demand a higher grade. [SEP] domineering"
1,"The girl decided that the baby birds needed stomping, she ended them. [SEP] callous"
1,"Terry placed first in his school race, he told the other sprinters next time he'll give them a headstart [SEP] arrogant"
1,Sue made friends with the new neighbors even though their background was unknown to her. [SEP] trusting
1,"Ken recognized a man who looked like a police sketch recently released, he felt sure but he didn't report it [SEP] ineffectual"
1,"John knew that the military needed a strategy, so he came up with a plan and implemented it immediately. [SEP] decisive"
1,"Whenever I ask him about his fast, he never will tell me. [SEP] mysterious"
1,I put my husband in jail for hitting me in the face. [SEP] Justice
1,James did no research whatsoever before deciding how to invest his money. [SEP] careless
1,When Mike went on stage he did not act out grossly. [SEP] tasteful
1,John would always steer the meetings to his will. [SEP] domineering
1,James never stopped admiring the flowers on the bus route on his way to work. [SEP] mindful
1,I asked him to look after my dog during my vacation and he did what I told him to. [SEP] honest
1,"Susie wanted to buy a gift for her husband, and overspent by $1000. [SEP] irresponsible"
1,Liz wanted to learn karate so she arranged the brochures on her desk and started taking lessons. [SEP] tidy
1,"Mark and Susan had lived together for years but were breaking up, and they split up everything they bought without a single fight. [SEP] amiable"
1,"When he got to the giant's cave, he took hold of his sword and charged in. [SEP] courageous"
1,"James liked to read, and his favorite book was War and Peace. [SEP] smart"
1,Jack brought his generator to the ranch for the Kesslers. [SEP] altruistic
1,James saw his cousin's new bike and secretly punctured its back tire. [SEP] envy
1,The man got his son to the school bus on time in the morning. [SEP] dependable
1,"When my girlfriend was venting about her day, I kept cooking dinner and turned up my music. [SEP] ignoring"
1,Susie was the first to go to college and she had  felt nervous. [SEP] cold feet
1,James always wanted to talk about nothing but business. [SEP] unfriendly
1,Julia knew that her final paper would count for half of her grade so she reviewed her work ten times before submitting it. [SEP] conscientious
1,James spent his evening drinking tea and doing crosswords. [SEP] boring
1,James like to bring his coworkers their mail so he could lecture them for disregarding it. [SEP] ill-tempered
1,James spent the overwhelming majority of his time creating spreadsheets. [SEP] diligent
1,"When James wanted to go to the movies, he need to buy a ticket. [SEP] direct"
1,"When Tommy turned 18, there was nothing more he wanted to do than serve his country [SEP] patriotic"
1,Bill tells his friend the fish he caught was as big as a bus. [SEP] boastful
1,"When James felt a burning situation in his urethra, he decided to go to the doctor. [SEP] sensible"
1,James secretly wished that John would flunk out of high school. [SEP] malice
1,"My coworker kept calling me late at night, so I screamed at that her she had to stop or I would block her number. [SEP] furious"
1,The man went to the party and jumped into the pool with his clothes on. [SEP] buffoonery
1,"My friends and I went out drinking, I drank so much I blacked out [SEP] over-indulgence"
1,Mark took joy on hearing that Chris didn't make the soccer team. [SEP] malice
1,Mike went on stage for his  comedy routine and swore the entire time. [SEP] vulgarity
1,"During the movie, Carla covered her eyes. [SEP] scared"
1,"When my mom gave me money for a new computer, I told her it was about time she did something for me. [SEP] rude"
1,"My best friend did some stuff, I never spoke to her again. [SEP] resentful"
1,He saw a handicapped guy crossing the road and he kicked him. [SEP] malice
1,"When James was made CEO of the company, he talked about himself in lofty language for two hours. [SEP] pompous"
1,She walks in her house from work and puts her keys in the basket. [SEP] organized
1,"She undressed in front of the window, knowing that he was watching. [SEP] licentious"
1,"Susie wanted to play, so she wrestled in the muddy backyard with her brothers. [SEP] rough"
1,Alison told Stacy to not tell anyone her secret and Stacy did not keep the promise. [SEP] disloyal
1,When presented with a problem he always throws a tantrum. [SEP] childish
1,"James' boss asked him to come in early, and he decided to go to a party. [SEP] hedonistic"
1,Katie walked by the child when he fell off his bike. [SEP] ignoring
1,I told my friends that two plus two equals four. [SEP] logical
1,"When James heard noises outside his window, he went to investigate. [SEP] vigilant"
1,James worked half his hours as a lawyer for indigent clients for no money [SEP] selfless
1,"When the boy got home late, his father grounded him for three months. [SEP] merciless"
1,The hispanic man approached and I crossed the street to avoid him. [SEP] prejudiced
1,"Joe had a choice to make, and he chose to spare the man's life. [SEP] merciful"
1,"John made sure to not embellish his achievements to his coworkers, every day. [SEP] modest"
1,James ate bargain basement ramen for dinner every night. [SEP] penny-pinching
1,When my daughter apologized for stealing I told her she was forgiven. [SEP] benevolent
1,The officer decided the young man must have done something  because he saw him do it. [SEP] just
1,Alison screamed when she found out her boyfriend had cheated. [SEP] furious
1,The man fed the dog when he saw it standing in the yard. [SEP] charitable
1,"When the woman tripped over the toy, she yelled expletives. [SEP] crude"
1,James spent his twenties building his fortune. [SEP] driven
1,Lia was not interested in using the dating app. [SEP] cynical
1,The man brought his date to a restaurant that he couldn't afford. [SEP] pretentious
1,Greta spat at the priest as she walked by. [SEP] rude
1,James protested the Gay-Straight Alliance and International Club at his high school. [SEP] intolerant
1,"Joanna scratched the door of Bob's car, and Bob never looked at her the same. [SEP] unforgiving"
1,The teacher loved the boy's paper because it was full of interesting facts. [SEP] wittiness
1,James snoozed through most of his classes. [SEP] complacent
1,James decided to bet his rent money on a game with professional poker players. [SEP] foolish
1,"Lisa had a birthday party, and all the kids in class attended. [SEP] popular"
1,Johnny went and cut the grass and stopped playing video games. [SEP] diligent
1,James forgot every student's name and never asked about their personal problems. [SEP] ignoring
1,James frequently distracted the class with pranks. [SEP] buffoonery
1,"Jamie got to school that morning and and saw that suzie was sick, so she walked over and took her hands and calmed her [SEP] empathetic"
1,"Karen was at the grocery store and waited in line, even though she was in a rush [SEP] civility"
1,When the teacher realized that my paper was on republicans and I disagreed with her view point she passed me anyway. [SEP] reasonable
1,Jim heard his brother and decided to let his brother play video games with him. [SEP] good-hearted
1,"John did not believe he was worthy of her love, but she swore he was. [SEP] humble"
1,"Joe has a big test coming up next week, but he sat around and playd videogames [SEP] lazy"
1,He never could believe that she actually got it done. [SEP] cynical
1,He wore a uniform even though he never served in any office. [SEP] pretentious
1, When they ran out of chicken Sara ordered the beef instead. [SEP] amiable
1,"Julia knew that the old man had just broken his leg, but she closed the door behind her and did not wait for him. [SEP] discourteous"
1,"When asked where it was, knowing where the outlet was, she did not answer, shaking her head. [SEP] Dishonest"
1,"Jill, like her sister, was 5'1"" and 100 pounds. [SEP] delicate"
1,He always wore clothes with visible brand names or logos. [SEP] boastful
1,James peeped through his office blinds while the female middle school students changed. [SEP] improper
1,James spent the slumber party pouring out his deepest secrets. [SEP] earnest
1,"People of all religions try to convert others, some do it with force. [SEP] extremist"
1,"When Sue told her friend she had lost her job, Sue's friend told her to get over it. [SEP] callous"
1,The boy told his mother he didn't know the material when he failed the test. [SEP] truthful
1,"My dog got lost inside the sewer drain, so i sat there and cried hoping he would come out [SEP] faintheartedness"
1,James never wanted to get a promotion at work. [SEP] complacent
1,He enjoyed watching the rock climbing series and knew he would soon join them. [SEP] adventuresome
1,"When the softball match was over, we went and talked to the opposing team. [SEP] friendly"
1,"Joe was in a position to make a lot of money, so he hid key details so the deal would go through [SEP] malice"
1,The judge did not accept the bribe and ruled against the company. [SEP] honorable
1,The presidents tore up the treaty because their nations were at war. [SEP] disagreeable
1,James felt he did not deserve the compliments given to him during the award [SEP] humble
1,"I saw a old woman trying to cross the street, so I watched her cross as the cars came. [SEP] unhelpful"
1,"Karen went shopping for groceries at the supermarket, as she left she noticed the cashier gave her too much money back. She stuffed the money in her pocket [SEP] dishonest"
